var_id_hex,var_id_dec,name,kind,domain,confidence,description
0x6FE,1790,VAR_UNKNOWN_6FE,Status,LIFECYCLE,low,"[cross_graph_flag] heroes: 法老之鹰, 生命之梭, 瑞稀 multi_hero_shared|status_flag"
0x70F,1807,VAR_ENGINE_70F,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x719,1817,VAR_ENGINE_719,Value,UNCLASSIFIED,low,"[sync] heroes: 黑影, 奥丽莎, 艾什, 渣客女王 engine_global"
0x72B,1835,VAR_尖刺护体_FLAG_72B,Status,ABILITY_STATE,low,[sync_flag] 骇灾/尖刺护体 @ 辅助攻击模式 per_ability|status_flag
0x72C,1836,VAR_呼吸器_72C,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x733,1843,VAR_UNKNOWN_733,Status,LIFECYCLE,low,[sync_flag] heroes:  multi_hero_shared|status_flag
0x75B,1883,VAR_ENGINE_75B_FLAG,Status,LIFECYCLE,low,"[sync_flag] 13 heroes, 15 loadouts engine_global|status_flag"
0x75F,1887,VAR_超能环域_75F,Value,ABILITY_STATE,low,[sync] 朱诺/超能环域 @ 技能 2 per_ability
0x76F,1903,VAR_UNKNOWN_76F,Status,LIFECYCLE,low,"[sync_flag] heroes: 源氏, 渣客女王 multi_hero_shared|status_flag"
0x78C,1932,VAR_ENGINE_78C_FLAG,Status,LIFECYCLE,low,"[sync_flag] 50 heroes, 0 loadouts engine_global|status_flag"
0x79D,1949,VAR_UNKNOWN_79D,Status,LIFECYCLE,low,[sync_flag] 法老之鹰/火箭弹幕 @ 技能 3 multi_hero_shared|status_flag
0x7A4,1956,VAR_ENGINE_7A4,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 7 loadouts engine_global"
0x7A6,1958,VAR_闪现_7A6,Value,ABILITY_STATE,low,[sync] 猎空/闪现 @ 技能 1 per_ability
0x7BC,1980,VAR_音速斥力场_7BC,Value,ABILITY_STATE,low,[local_writable] 金驭/音速斥力场 @ 技能 1 per_ability
0x7BE,1982,VAR_ENGINE_7BE,Value,UNCLASSIFIED,low,"[sync] 48 heroes, 5 loadouts engine_global"
0x7DD,2013,VAR_ENGINE_7DD_FLAG,Status,LIFECYCLE,low,"[sync_flag] 50 heroes, 6 loadouts engine_global|status_flag"
0x7DE,2014,VAR_UNKNOWN_7DE,Status,LIFECYCLE,low,"[sync_flag] heroes: 末日铁拳, 奥丽莎 multi_hero_shared|status_flag"
0x7E0,2016,VAR_炸弹轮胎_7E0,Value,ABILITY_STATE,low,[local_writable] 狂鼠/炸弹轮胎 @ 技能 3 per_ability
0x7E8,2024,VAR_缚魂锁链_7E8,Value,ABILITY_STATE,low,[sync] 瑞稀/缚魂锁链 @ 技能 2 per_ability
0x7F2,2034,VAR_ENGINE_7F2,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x823,2083,VAR_ENGINE_823_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 索杰恩, 探奇, 无漾, 飞天猫 engine_global|status_flag"
0x824,2084,VAR_超能环域_824,Value,ABILITY_STATE,low,[sync] 朱诺/超能环域 @ 技能 2 per_ability
0x859,2137,VAR_ENGINE_859_FLAG,Status,LIFECYCLE,low,"[sync_flag] 19 heroes, 28 loadouts engine_global|status_flag"
0x87C,2172,VAR_莫伊拉_SHARED_87C,Status,LIFECYCLE,low,[local_flag] 莫伊拉:  multi_hero_shared|status_flag
0x87E,2174,VAR_UNKNOWN_87E,Status,LIFECYCLE,low,"[cross_graph_flag] heroes: 莱因哈特, 艾什 multi_hero_shared|status_flag"
0x88B,2187,VAR_实验屏障_88B,Value,ABILITY_STATE,low,[sync] 西格玛/实验屏障 @ 辅助攻击模式 per_ability
0x8AF,2223,VAR_源氏_SHARED_8AF,Status,LIFECYCLE,low,[sync_flag] 源氏:  multi_hero_shared|status_flag
0x8D0,2256,VAR_神射手_8D0,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x8E9,2281,VAR_UNKNOWN_8E9,Status,LIFECYCLE,low,"[sync_flag] heroes: 拉玛刹, 金驭 multi_hero_shared|status_flag"
0x8ED,2285,VAR_ENGINE_8ED,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x8EE,2286,VAR_ENGINE_8EE,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x8EF,2287,VAR_ENGINE_8EF,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x8F4,2292,VAR_切换模式_8F4,Value,ABILITY_STATE,low,[sync] 堡垒/切换模式 @ 技能 1 per_ability
0x8F5,2293,VAR_堡垒_SHARED_8F5,Value,ABILITY_STATE,low,"[sync] 堡垒: 切换模式, 强攻模式 per_ability"
0x8F8,2296,VAR_ENGINE_8F8,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x901,2305,VAR_ENGINE_901,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 6 loadouts engine_global"
0x902,2306,VAR_ENGINE_902,Value,UNCLASSIFIED,low,"[sync_writable] 6 heroes, 7 loadouts engine_global"
0x905,2309,VAR_UNKNOWN_905,Status,LIFECYCLE,low,"[sync_flag] heroes: 卡西迪, 朱诺 multi_hero_shared|status_flag"
0x907,2311,VAR_ENGINE_907,Value,UNCLASSIFIED,low,"[cross_graph_writable] 50 heroes, 0 loadouts engine_global"
0x90C,2316,VAR_ENGINE_90C,Value,UNCLASSIFIED,low,"[sync_writable] 11 heroes, 11 loadouts engine_global"
0x913,2323,VAR_切换模式_913,Value,ABILITY_STATE,low,[sync] 堡垒/切换模式 @ 技能 1 per_ability
0x91D,2333,VAR_疾跑_91D,Value,ABILITY_STATE,low,[sync] 士兵：76/疾跑 @ 技能 1 per_ability
0x921,2337,VAR_战术目镜_921,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0x931,2353,VAR_半藏_SHARED_931,Unknown,UNCLASSIFIED,low,[sync] 半藏:  multi_hero_shared
0x933,2355,VAR_ENGINE_933,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 7 loadouts engine_global"
0x94D,2381,VAR_强音_94D,Value,ABILITY_STATE,low,[sync] 卢西奥/强音 @ 技能 2 per_ability
0x94F,2383,VAR_ENGINE_94F_FLAG,Status,LIFECYCLE,low,"[sync_flag] 50 heroes, 3 loadouts engine_global|status_flag"
0x95F,2399,VAR_神射手_95F,Value,ABILITY_STATE,low,[sync_writable] 卡西迪/神射手 @ 技能 3 per_ability
0x960,2400,VAR_ENGINE_960_FLAG,Status,LIFECYCLE,low,"[sync_flag] 5 heroes, 5 loadouts engine_global|status_flag"
0x961,2401,VAR_火箭弹幕_961,Value,ABILITY_STATE,low,[sync] 法老之鹰/火箭弹幕 @ 技能 3 per_ability
0x962,2402,VAR_ENGINE_962,Value,UNCLASSIFIED,low,"[sync] 6 heroes, 6 loadouts engine_global"
0x96D,2413,VAR_ENGINE_96D_FLAG,Status,LIFECYCLE,low,"[sync_flag] 25 heroes, 27 loadouts engine_global|status_flag"
0x98F,2447,VAR_黑影_SHARED_98F,Value,ABILITY_STATE,low,"[cross_graph] 黑影: 位移传动, 病毒侵染 per_ability"
0x9A4,2468,VAR_ENGINE_9A4_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 法老之鹰, 查莉娅, 末日铁拳, 西格玛 engine_global|status_flag"
0x9A8,2472,VAR_ENGINE_9A8_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 奥丽莎, 朱诺 engine_global|status_flag"
0x9AE,2478,VAR_ENGINE_9AE_FLAG,Status,LIFECYCLE,low,"[sync_flag] 14 heroes, 16 loadouts engine_global|status_flag"
0x9AF,2479,VAR_ENGINE_9AF,Value,UNCLASSIFIED,low,"[sync] heroes: 秩序之光, 狂鼠, D.Va, 毛加 engine_global"
0x9B0,2480,VAR_ENGINE_9B0,Value,UNCLASSIFIED,low,"[sync] heroes: 秩序之光, 狂鼠, D.Va, 毛加 engine_global"
0x9B1,2481,VAR_ENGINE_9B1,Value,UNCLASSIFIED,low,"[sync] heroes: 秩序之光, 狂鼠, D.Va, 毛加 engine_global"
0x9B2,2482,VAR_ENGINE_9B2,Value,UNCLASSIFIED,low,"[sync] heroes: 秩序之光, 狂鼠, D.Va, 毛加 engine_global"
0x9B3,2483,VAR_斩地巨剑_FLAG_9B3,Status,ABILITY_STATE,low,[sync_flag] 斩仇/斩地巨剑 @ 技能 3 per_ability|status_flag
0x9C9,2505,VAR_神射手_9C9,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x9CF,2511,VAR_呼叫机甲_9CF,Value,ABILITY_STATE,low,[sync_writable] D.Va/呼叫机甲 @ 技能 3 per_ability
0x9F3,2547,VAR_ENGINE_9F3,Value,UNCLASSIFIED,low,"[sync] 10 heroes, 11 loadouts engine_global"
0x9F6,2550,VAR_切换模式_9F6,Value,ABILITY_STATE,low,[sync] 堡垒/切换模式 @ 技能 1 per_ability
0x9F7,2551,VAR_神射手_9F7,Value,ABILITY_STATE,low,[sync_writable] 卡西迪/神射手 @ 技能 3 per_ability
0xA0F,2575,VAR_ENGINE_A0F,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 148 loadouts engine_global"
0xA10,2576,VAR_ENGINE_A10,Value,UNCLASSIFIED,low,"[cross_graph] heroes: 秩序之光, 源氏, 狂鼠, 卢西奥 engine_global"
0xA11,2577,VAR_ENGINE_A11,Value,UNCLASSIFIED,low,"[sync] 11 heroes, 14 loadouts engine_global"
0xA49,2633,VAR_ENGINE_A49,Value,UNCLASSIFIED,low,"[sync_writable] heroes: 莱因哈特, 布丽吉塔, 毛加, 斩仇 engine_global"
0xA70,2672,VAR_ENGINE_A70,Value,UNCLASSIFIED,low,"[sync] heroes: 黑影, 渣客女王, 骇灾, 飞天猫 engine_global"
0xA98,2712,VAR_呼吸器_A98,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0xAFE,2814,VAR_ENGINE_AFE,Value,UNCLASSIFIED,low,"[cross_graph_writable] 6 heroes, 5 loadouts engine_global"
0xAFF,2815,VAR_人格复制_AFF,Value,ABILITY_STATE,low,[sync] 回声/人格复制 @ 技能 3 per_ability
0xB02,2818,VAR_炸弹轮胎_B02,Value,ABILITY_STATE,low,[sync] 狂鼠/炸弹轮胎 @ 技能 3 per_ability
0xB06,2822,VAR_工程抓钩_B06,Value,ABILITY_STATE,low,[sync] 破坏球/工程抓钩 @ 辅助攻击模式 per_ability
0xC00,3072,VAR_战术目镜_FLAG_C00,Status,ABILITY_STATE,low,[sync_flag] 士兵：76/战术目镜 @ 技能 3 per_ability|status_flag
0xC28,3112,VAR_UNKNOWN_C28,Status,LIFECYCLE,low,"[sync_flag] heroes: 路霸, 布丽吉塔 multi_hero_shared|status_flag"
0xC53,3155,VAR_粒子屏障_C53,Value,ABILITY_STATE,low,[sync_writable] 查莉娅/粒子屏障 @ 技能 1 per_ability
0xC68,3176,VAR_疗魂斗笠_C68,Value,ABILITY_STATE,low,[sync_writable] 瑞稀/疗魂斗笠 @ 辅助攻击模式 per_ability
0xC78,3192,VAR_ENGINE_C78_FLAG,Status,LIFECYCLE,low,"[sync_flag] 46 heroes, 11 loadouts engine_global|status_flag"
0xD04,3332,VAR_源氏_SHARED_D04,Value,ABILITY_STATE,low,"[sync] 源氏: 闪, 影 per_ability"
0xDD8,3544,VAR_战术目镜_DD8,Value,ABILITY_STATE,low,[sync] 士兵：76/战术目镜 @ 技能 3 per_ability
0xE35,3637,VAR_覆盖协议_E35,Value,ABILITY_STATE,low,[sync] 埃姆雷/覆盖协议 @ 技能 3 per_ability
0xE44,3652,VAR_ENGINE_E44,Value,UNCLASSIFIED,low,"[sync] 25 heroes, 30 loadouts engine_global"
0xE6C,3692,VAR_急冻_E6C,Value,ABILITY_STATE,low,[sync] 美/急冻 @ 技能 1 per_ability
0xEBC,3772,VAR_ENGINE_EBC,Value,UNCLASSIFIED,low,"[sync] 19 heroes, 23 loadouts engine_global"
0xFC4,4036,VAR_熠闪舞_FLAG_FC4,Status,ABILITY_STATE,low,[sync_flag] 安燃/熠闪舞 @ 技能 2 per_ability|status_flag
0xFC6,4038,VAR_ENGINE_FC6,Value,UNCLASSIFIED,low,"[sync] 5 heroes, 5 loadouts engine_global"
0x1010,4112,VAR_ENGINE_1010,Value,UNCLASSIFIED,low,"[sync] 46 heroes, 4 loadouts engine_global"
0x1038,4152,VAR_乱_1038,Value,ABILITY_STATE,low,[sync] 禅雅塔/乱 @ 技能 2 per_ability
0x1067,4199,VAR_暗影步_1067,Value,ABILITY_STATE,low,[sync] 死神/暗影步 @ 技能 2 per_ability
0x1069,4201,VAR_UNKNOWN_1069,Status,LIFECYCLE,low,"[sync_flag] heroes: 秩序之光, 巴蒂斯特 multi_hero_shared|status_flag"
0x1088,4232,VAR_推进背包_1088,Value,ABILITY_STATE,low,[sync] 法老之鹰/推进背包 @ 技能 1 per_ability
0x10B2,4274,VAR_裂地猛击_10B2,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x10B4,4276,VAR_冲锋_10B4,Value,ABILITY_STATE,low,[sync_writable] 莱因哈特/冲锋 @ 技能 1 per_ability
0x10C4,4292,VAR_守护天使_10C4,Value,ABILITY_STATE,low,[sync] 天使/守护天使 @ 技能 1 per_ability
0x10C9,4297,VAR_重生_10C9,Value,ABILITY_STATE,low,[sync] 天使/重生 @ 技能 2 per_ability
0x10EC,4332,VAR_竜_10EC,Value,ABILITY_STATE,low,[sync] 半藏/竜 @ 技能 3 per_ability
0x1128,4392,VAR_卢西奥_SHARED_1128,Value,ABILITY_STATE,low,"[sync] 卢西奥: 强音, 切歌 per_ability"
0x1150,4432,VAR_屏障发射器_1150,Value,ABILITY_STATE,low,[sync] 温斯顿/屏障发射器 @ 技能 2 per_ability
0x1152,4434,VAR_温斯顿_SHARED_1152,Value,ABILITY_STATE,low,"[sync] 温斯顿: 原始暴怒, 喷射背包 per_ability"
0x1153,4435,VAR_原始暴怒_1153,Value,ABILITY_STATE,low,[sync] 温斯顿/原始暴怒 @ 技能 3 per_ability
0x1154,4436,VAR_卢西奥_SHARED_1154,Unknown,UNCLASSIFIED,low,[sync_writable] 卢西奥:  multi_hero_shared
0x1155,4437,VAR_谐_1155,Value,ABILITY_STATE,low,[sync] 禅雅塔/谐 @ 技能 1 per_ability
0x11F3,4595,VAR_卡西迪_SHARED_11F3,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x11F4,4596,VAR_闪光弹_11F4,Value,ABILITY_STATE,low,[sync] 卡西迪/闪光弹 @ 技能 2 per_ability
0x11F7,4599,VAR_卡西迪_SHARED_11F7,Unknown,UNCLASSIFIED,low,[sync] 卡西迪:  multi_hero_shared
0x11FD,4605,VAR_查莉娅_SHARED_11FD,Unknown,UNCLASSIFIED,low,[sync] 查莉娅:  multi_hero_shared
0x136C,4972,VAR_暗影步_136C,Value,ABILITY_STATE,low,[sync] 死神/暗影步 @ 技能 2 per_ability
0x13BE,5054,VAR_UNKNOWN_13BE,Status,LIFECYCLE,low,"[sync_flag] heroes: 黑影, 雾子, 瑞稀 multi_hero_shared|status_flag"
0x145D,5213,VAR_ENGINE_145D,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 7 loadouts engine_global"
0x1485,5253,VAR_音障_1485,Value,ABILITY_STATE,low,[sync_writable] 卢西奥/音障 @ 技能 3 per_ability
0x149B,5275,VAR_ENGINE_149B,Value,UNCLASSIFIED,low,"[cross_graph] 8 heroes, 5 loadouts engine_global"
0x14AC,5292,VAR_生化之球_14AC,Value,ABILITY_STATE,low,[sync] 莫伊拉/生化之球 @ 技能 2 per_ability
0x1510,5392,VAR_ENGINE_1510,Value,UNCLASSIFIED,low,"[sync] heroes: 堡垒, 源氏, 探奇, 埃姆雷 engine_global"
0x1574,5492,VAR_ENGINE_1574_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 末日铁拳, 索杰恩, 西格玛, 探奇 engine_global|status_flag"
0x162B,5675,VAR_钻地_162B,Value,ABILITY_STATE,low,[sync] 探奇/钻地 @ 技能 1 per_ability
0x16F2,5874,VAR_神射手_16F2,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x16F3,5875,VAR_ENGINE_16F3_FLAG,Status,LIFECYCLE,low,"[sync_flag] 29 heroes, 29 loadouts engine_global|status_flag"
0x176B,5995,VAR_ENGINE_176B,Value,UNCLASSIFIED,low,"[sync] 12 heroes, 14 loadouts engine_global"
0x1793,6035,VAR_呼叫机甲_1793,Value,ABILITY_STATE,low,[sync] D.Va/呼叫机甲 @ 技能 3 per_ability
0x17A6,6054,VAR_ENGINE_17A6,Value,UNCLASSIFIED,low,"[sync_writable] 6 heroes, 3 loadouts engine_global"
0x17B8,6072,VAR_音障_17B8,Value,ABILITY_STATE,low,[sync_writable] 卢西奥/音障 @ 技能 3 per_ability
0x17BB,6075,VAR_ENGINE_17BB,Value,UNCLASSIFIED,low,"[sync] 50 heroes, 0 loadouts engine_global"
0x1808,6152,VAR_屏障阵列_1808,Value,ABILITY_STATE,low,[sync] 金驭/屏障阵列 @ 辅助攻击模式 per_ability
0x1809,6153,VAR_ENGINE_1809,Value,UNCLASSIFIED,low,[sync] 埃姆雷/覆盖协议 @ 技能 3 engine_global
0x186C,6252,VAR_ENGINE_186C,Value,UNCLASSIFIED,low,"[sync] 9 heroes, 10 loadouts engine_global"
0x1883,6275,VAR_冰墙_1883,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1884,6276,VAR_冰墙_1884,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1885,6277,VAR_冰墙_1885,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1886,6278,VAR_冰墙_1886,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x1887,6279,VAR_冰墙_1887,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x189A,6298,VAR_ENGINE_189A_FLAG,Status,LIFECYCLE,low,[sync_flag] 飞天猫/咻咻飞 @ 辅助攻击模式 engine_global|status_flag
0x189C,6300,SHIFT_COOLDOWN,Value,ABILITY_COOLDOWN,manual,"[sync_flag] 45 heroes, 48 loadouts engine_global|status_flag; [csv-override]"
0x18B0,6320,VAR_冰墙_18B0,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x18B1,6321,VAR_冰墙_18B1,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x18B2,6322,VAR_冰墙_18B2,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x18B3,6323,VAR_冰墙_18B3,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x18B7,6327,VAR_冰墙_18B7,Value,ABILITY_STATE,low,[sync] 美/冰墙 @ 技能 2 per_ability
0x18BB,6331,VAR_疾跑_18BB,Value,ABILITY_STATE,low,[sync] 士兵：76/疾跑 @ 技能 1 per_ability
0x18C4,6340,VAR_生物力场_18C4,Value,ABILITY_STATE,low,[sync] 士兵：76/生物力场 @ 技能 2 per_ability
0x18CA,6346,VAR_覆盖协议_18CA,Value,ABILITY_STATE,low,[sync_writable] 埃姆雷/覆盖协议 @ 技能 3 per_ability
0x18D6,6358,ABILITY_RMB_SECONDARY,Status,ABILITY_STATE,manual,"[sync] 8 heroes, 9 loadouts engine_global; [csv-override]"
0x18E0,6368,VAR_ENGINE_18E0_FLAG,Status,LIFECYCLE,low,"[sync_flag] 28 heroes, 36 loadouts engine_global|status_flag"
0x18F6,6390,VAR_神射手_18F6,Value,ABILITY_STATE,low,[sync] 卡西迪/神射手 @ 技能 3 per_ability
0x18F8,6392,VAR_呼叫机甲_18F8,Value,ABILITY_STATE,low,[sync] D.Va/呼叫机甲 @ 技能 3 per_ability
0x18FC,6396,VAR_半藏_SHARED_18FC,Unknown,UNCLASSIFIED,low,[sync] 半藏:  multi_hero_shared
0x1900,6400,VAR_呼叫机甲_1900,Value,ABILITY_STATE,low,[sync] D.Va/呼叫机甲 @ 技能 3 per_ability
0x192F,6447,VAR_冲锋_192F,Value,ABILITY_STATE,low,[sync] 莱因哈特/冲锋 @ 技能 1 per_ability
0x1947,6471,VAR_禅雅塔_SHARED_1947,Unknown,UNCLASSIFIED,low,[sync] 禅雅塔:  multi_hero_shared
0x195A,6490,VAR_ENGINE_195A,Value,UNCLASSIFIED,low,"[sync] heroes: 猎空, 禅雅塔, 源氏, 安燃 engine_global"
0x195B,6491,VAR_乱_195B,Value,ABILITY_STATE,low,[sync] 禅雅塔/乱 @ 技能 2 per_ability
0x1966,6502,VAR_钻地_1966,Value,ABILITY_STATE,low,[sync] 探奇/钻地 @ 技能 1 per_ability
0x196D,6509,VAR_消散_196D,Value,ABILITY_STATE,low,[sync] 莫伊拉/消散 @ 技能 1 per_ability
0x1989,6537,VAR_链钩_1989,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x19A9,6569,VAR_ENGINE_19A9,Value,UNCLASSIFIED,low,"[sync_writable] 50 heroes, 10 loadouts engine_global"
0x19B2,6578,VAR_UNKNOWN_19B2,Status,LIFECYCLE,low,"[sync_flag] heroes: 美, 巴蒂斯特 multi_hero_shared|status_flag"
0x19B8,6584,VAR_ENGINE_19B8,Value,UNCLASSIFIED,low,"[sync] 6 heroes, 3 loadouts engine_global"
0x19C8,6600,VAR_粒子屏障_19C8,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x19C9,6601,VAR_ENGINE_19C9,Value,UNCLASSIFIED,low,"[sync] 6 heroes, 7 loadouts engine_global"
0x19CC,6604,VAR_ENGINE_19CC,Value,UNCLASSIFIED,low,"[sync] heroes: D.Va, 末日铁拳, 莫伊拉, 回声 engine_global"
0x19DA,6618,VAR_强攻模式_19DA,Value,ABILITY_STATE,low,[sync] 堡垒/强攻模式 @ 主要攻击模式 per_ability
0x1A1C,6684,VAR_源氏_SHARED_1A1C,Unknown,UNCLASSIFIED,low,[sync] 源氏:  multi_hero_shared
0x1A22,6690,VAR_谐_1A22,Value,ABILITY_STATE,low,[sync] 禅雅塔/谐 @ 技能 1 per_ability
0x1A48,6728,VAR_养神泉_1A48,Value,ABILITY_STATE,low,[sync] 无漾/养神泉 @ 辅助攻击模式 per_ability
0x1A4C,6732,VAR_ENGINE_1A4C_FLAG,Status,LIFECYCLE,low,"[sync_flag] heroes: 死神, 秩序之光, 巴蒂斯特, 西格玛 engine_global|status_flag"
0x1A4E,6734,VAR_工程抓钩_1A4E,Value,ABILITY_STATE,low,[sync_writable] 破坏球/工程抓钩 @ 辅助攻击模式 per_ability
0x1A51,6737,VAR_工程抓钩_1A51,Value,ABILITY_STATE,low,[sync] 破坏球/工程抓钩 @ 辅助攻击模式 per_ability
0x1A75,6773,VAR_ENGINE_1A75,Value,UNCLASSIFIED,low,"[sync] 48 heroes, 10 loadouts engine_global"
0x1A83,6787,VAR_路霸_SHARED_1A83,Unknown,UNCLASSIFIED,low,[sync] 路霸:  multi_hero_shared
0x1A88,6792,VAR_弗蕾娅_SHARED_1A88,Unknown,UNCLASSIFIED,low,[sync] 弗蕾娅:  multi_hero_shared
0x1A98,6808,VAR_聚焦光线_1A98,Value,ABILITY_STATE,low,[sync] 回声/聚焦光线 @ 技能 2 per_ability
0x1AAC,6828,VAR_黑影_SHARED_1AAC,Status,ABILITY_STATE,low,"[sync_flag] 黑影: 电磁脉冲, 病毒侵染 per_ability|status_flag"
0x1AC7,6855,VAR_闪_1AC7,Value,ABILITY_STATE,low,[sync] 源氏/闪 @ 技能 2 per_ability
0x1AF5,6901,VAR_虹吸冲击枪_1AF5,Value,ABILITY_STATE,low,[sync] 埃姆雷/虹吸冲击枪 @ 技能 1 per_ability
0x1B36,6966,VAR_UNKNOWN_1B36,Status,LIFECYCLE,low,"[cross_graph_flag] heroes: 毛加, 埃姆雷 multi_hero_shared|status_flag"
0x1BA5,7077,VAR_生化之球_1BA5,Value,ABILITY_STATE,low,[sync] 莫伊拉/生化之球 @ 技能 2 per_ability
0x1BAB,7083,VAR_虹吸冲击枪_1BAB,Value,ABILITY_STATE,low,[sync] 埃姆雷/虹吸冲击枪 @ 技能 1 per_ability
0x1BB4,7092,VAR_机动滑铲_1BB4,Value,ABILITY_STATE,low,[sync] 索杰恩/机动滑铲 @ 技能 1 per_ability
0x1BB5,7093,VAR_斩地巨剑_1BB5,Value,ABILITY_STATE,low,[sync_writable] 斩仇/斩地巨剑 @ 技能 3 per_ability
0x1BD5,7125,VAR_闪回_1BD5,Value,ABILITY_STATE,low,[sync] 猎空/闪回 @ 技能 2 per_ability
0x1BD7,7127,VAR_谐_1BD7,Value,ABILITY_STATE,low,[sync] 禅雅塔/谐 @ 技能 1 per_ability
0x1BDB,7131,VAR_乱_1BDB,Value,ABILITY_STATE,low,[sync] 禅雅塔/乱 @ 技能 2 per_ability
0x1BE2,7138,VAR_ENGINE_1BE2_FLAG,Status,LIFECYCLE,low,"[sync_flag] 8 heroes, 8 loadouts engine_global|status_flag"
0x1BEF,7151,VAR_恢复包_1BEF,Value,ABILITY_STATE,low,[sync] 布丽吉塔/恢复包 @ 技能 2 per_ability
0x1C06,7174,VAR_裂地猛击_1C06,Value,ABILITY_STATE,low,[sync] 莱因哈特/裂地猛击 @ 技能 3 per_ability
0x1C22,7202,VAR_链钩_1C22,Value,ABILITY_STATE,low,[sync] 路霸/链钩 @ 技能 1 per_ability
0x1C2C,7212,VAR_呼吸器_1C2C,Value,ABILITY_STATE,low,[sync] 路霸/呼吸器 @ 技能 2 per_ability
0x1C54,7252,VAR_心脏过载_FLAG_1C54,Status,ABILITY_STATE,low,[sync_flag] 毛加/心脏过载 @ 技能 2 per_ability|status_flag
0x1C63,7267,VAR_呼叫机甲_1C63,Value,ABILITY_STATE,low,[sync] D.Va/呼叫机甲 @ 技能 3 per_ability
0x1C8E,7310,VAR_禅雅塔_SHARED_1C8E,Value,ABILITY_STATE,low,"[sync_writable] 禅雅塔: 谐, 乱 per_ability"
0x1C94,7316,ABILITY_ULT_VARIANT_4,Status,ABILITY_STATE,manual,"[sync] 20 heroes, 21 loadouts engine_global; [csv-override]"
0x1CAE,7342,VAR_粒子屏障_1CAE,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x1CAF,7343,VAR_粒子屏障_1CAF,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x1CB1,7345,VAR_ENGINE_1CB1_FLAG,Status,LIFECYCLE,low,[sync_flag] 金驭/护盾重构 engine_global|status_flag
0x1CB6,7350,VAR_粒子屏障_1CB6,Value,ABILITY_STATE,low,[sync] 查莉娅/粒子屏障 @ 技能 1 per_ability
0x1CB7,7351,VAR_呼叫机甲_1CB7,Value,ABILITY_STATE,low,[sync_writable] D.Va/呼叫机甲 @ 技能 3 per_ability
0x1CDD,7389,VAR_ENGINE_1CDD_FLAG,Status,LIFECYCLE,low,"[sync_flag] 18 heroes, 19 loadouts engine_global|status_flag"
0x1CE4,7396,VAR_ENGINE_1CE4,Value,UNCLASSIFIED,low,"[sync] 7 heroes, 7 loadouts engine_global"
0x1D21,7457,VAR_熠闪舞_1D21,Value,ABILITY_STATE,low,[sync_writable] 安燃/熠闪舞 @ 技能 2 per_ability
